Date,Year,Month,Geopolitical_Zone,State,Avg_Humidity_Percent,Min_Humidity_Percent,Max_Humidity_Percent
2002-11-01,2002,11,South-West,Oyo,77.1,65.1,96.9
2002-12-01,2002,12,South-West,Oyo,65.6,50.8,82.3
2003-01-01,2003,1,South-West,Oyo,66.2,55.9,80.4
2003-02-01,2003,2,South-West,Oyo,72.1,60.5,91.5
2003-03-01,2003,3,South-West,Oyo,72.2,56.1,90.7
2003-04-01,2003,4,South-West,Oyo,85.6,75.2,97.1
2003-05-01,2003,5,South-West,Oyo,86.5,72.2,98.4
2003-06-01,2003,6,South-West,Oyo,88.7,71.5,108.1
2003-07-01,2003,7,South-West,Oyo,88.4,77.1,107.8
2003-08-01,2003,8,South-West,Oyo,88.3,77.8,99.5
2003-09-01,2003,9,South-West,Oyo,88.5,77.7,100.6
2003-10-01,2003,10,South-West,Oyo,88.8,70.8,108.4
2003-11-01,2003,11,South-West,Oyo,81.1,69.9,96.7
2003-12-01,2003,12,South-West,Oyo,68.7,56.4,81.5
2004-01-01,2004,1,South-West,Oyo,65.9,55.7,79.0
2004-02-01,2004,2,South-West,Oyo,70.2,51.3,81.7
2004-03-01,2004,3,South-West,Oyo,72.7,61.9,89.1
2004-04-01,2004,4,South-West,Oyo,85.5,68.8,99.4
2004-05-01,2004,5,South-West,Oyo,88.8,73.6,104.9
2004-06-01,2004,6,South-West,Oyo,89.4,77.4,108.1
2004-07-01,2004,7,South-West,Oyo,90.0,77.8,101.4
2004-08-01,2004,8,South-West,Oyo,89.4,78.2,102.4
2004-09-01,2004,9,South-West,Oyo,89.8,77.9,99.9
2004-10-01,2004,10,South-West,Oyo,89.4,76.4,106.0
2004-11-01,2004,11,South-West,Oyo,85.9,73.1,96.6
2004-12-01,2004,12,South-West,Oyo,77.5,65.3,96.5
2005-01-01,2005,1,South-West,Oyo,63.3,51.4,74.1
2005-02-01,2005,2,South-West,Oyo,82.5,68.5,102.3
2005-03-01,2005,3,South-West,Oyo,86.6,71.0,102.9
2005-04-01,2005,4,South-West,Oyo,87.6,76.5,103.4
2005-05-01,2005,5,South-West,Oyo,88.3,70.9,106.3
2005-06-01,2005,6,South-West,Oyo,88.9,70.6,101.2
2005-07-01,2005,7,South-West,Oyo,89.0,72.0,108.5
2005-08-01,2005,8,South-West,Oyo,87.1,75.9,104.2
2005-09-01,2005,9,South-West,Oyo,87.4,73.6,104.0
2005-10-01,2005,10,South-West,Oyo,87.2,72.0,103.2
2005-11-01,2005,11,South-West,Oyo,78.8,60.5,95.4
2005-12-01,2005,12,South-West,Oyo,71.8,57.0,86.5
2006-01-01,2006,1,South-West,Oyo,77.7,62.0,90.2
2006-02-01,2006,2,South-West,Oyo,75.0,56.4,89.0
2006-03-01,2006,3,South-West,Oyo,76.7,57.0,89.5
2006-04-01,2006,4,South-West,Oyo,76.1,63.0,91.8
2006-05-01,2006,5,South-West,Oyo,84.8,67.5,97.7
2006-06-01,2006,6,South-West,Oyo,86.3,72.5,96.4
2006-07-01,2006,7,South-West,Oyo,85.8,67.7,98.2
2006-08-01,2006,8,South-West,Oyo,89.5,73.0,102.9
2006-09-01,2006,9,South-West,Oyo,89.4,79.0,101.3
2006-10-01,2006,10,South-West,Oyo,88.0,70.6,105.0
2006-11-01,2006,11,South-West,Oyo,70.8,58.6,81.5
2006-12-01,2006,12,South-West,Oyo,60.0,43.8,73.7
2007-01-01,2007,1,South-West,Oyo,57.4,42.6,75.9
2007-02-01,2007,2,South-West,Oyo,73.8,55.2,86.3
2007-03-01,2007,3,South-West,Oyo,75.2,55.8,90.0
2007-04-01,2007,4,South-West,Oyo,85.7,75.6,100.4
2007-05-01,2007,5,South-West,Oyo,88.8,77.1,102.6
2007-06-01,2007,6,South-West,Oyo,89.5,74.8,104.6
2007-07-01,2007,7,South-West,Oyo,89.3,76.6,105.9
2007-08-01,2007,8,South-West,Oyo,90.3,75.9,101.0
2007-09-01,2007,9,South-West,Oyo,89.8,79.6,102.5
2007-10-01,2007,10,South-West,Oyo,89.7,79.6,103.6
2007-11-01,2007,11,South-West,Oyo,83.8,72.9,102.5
2007-12-01,2007,12,South-West,Oyo,70.7,51.0,85.4
2008-01-01,2008,1,South-West,Oyo,63.7,44.8,74.9
2008-02-01,2008,2,South-West,Oyo,66.1,50.0,81.6
2008-03-01,2008,3,South-West,Oyo,84.7,65.1,103.2
2008-04-01,2008,4,South-West,Oyo,83.7,65.3,95.1
2008-05-01,2008,5,South-West,Oyo,85.4,72.0,95.8
2008-06-01,2008,6,South-West,Oyo,88.7,77.5,105.3
2008-07-01,2008,7,South-West,Oyo,89.5,74.6,104.7
2008-08-01,2008,8,South-West,Oyo,90.5,72.8,105.4
2008-09-01,2008,9,South-West,Oyo,89.7,73.2,105.6
2008-10-01,2008,10,South-West,Oyo,87.5,71.9,105.2
2008-11-01,2008,11,South-West,Oyo,78.9,61.5,98.4
2008-12-01,2008,12,South-West,Oyo,75.9,61.0,88.2
2009-01-01,2009,1,South-West,Oyo,74.2,55.6,90.8
2009-02-01,2009,2,South-West,Oyo,83.9,69.4,102.7
2009-03-01,2009,3,South-West,Oyo,82.9,65.2,101.9
2009-04-01,2009,4,South-West,Oyo,86.1,70.5,97.8
2009-05-01,2009,5,South-West,Oyo,87.1,67.7,98.7
2009-06-01,2009,6,South-West,Oyo,88.5,75.7,107.7
2009-07-01,2009,7,South-West,Oyo,88.9,70.8,102.0
2009-08-01,2009,8,South-West,Oyo,89.0,70.0,101.8
2009-09-01,2009,9,South-West,Oyo,89.0,74.5,104.4
2009-10-01,2009,10,South-West,Oyo,88.6,68.7,99.6
2009-11-01,2009,11,South-West,Oyo,79.7,63.6,95.9
2009-12-01,2009,12,South-West,Oyo,71.7,57.5,91.1
2010-01-01,2010,1,South-West,Oyo,71.0,52.8,90.9
2010-02-01,2010,2,South-West,Oyo,77.0,64.6,93.9
2010-03-01,2010,3,South-West,Oyo,78.2,65.1,92.8
2010-04-01,2010,4,South-West,Oyo,83.7,72.8,99.6
2010-05-01,2010,5,South-West,Oyo,89.0,78.0,106.2
2010-06-01,2010,6,South-West,Oyo,89.3,75.8,108.0
2010-07-01,2010,7,South-West,Oyo,89.7,79.6,106.9
2010-08-01,2010,8,South-West,Oyo,89.4,75.0,101.8
2010-09-01,2010,9,South-West,Oyo,89.8,70.7,105.7
2010-10-01,2010,10,South-West,Oyo,90.3,80.2,100.7
2010-11-01,2010,11,South-West,Oyo,84.8,67.9,101.3
2010-12-01,2010,12,South-West,Oyo,70.1,52.7,89.9
2011-01-01,2011,1,South-West,Oyo,65.9,50.4,76.1
2011-02-01,2011,2,South-West,Oyo,81.3,66.2,101.2
2011-03-01,2011,3,South-West,Oyo,83.9,71.0,96.3
2011-04-01,2011,4,South-West,Oyo,85.0,68.2,102.5
2011-05-01,2011,5,South-West,Oyo,88.5,78.3,99.8
2011-06-01,2011,6,South-West,Oyo,89.3,75.4,106.4
2011-07-01,2011,7,South-West,Oyo,89.4,70.3,104.1
2011-08-01,2011,8,South-West,Oyo,89.3,74.6,99.7
2011-09-01,2011,9,South-West,Oyo,88.7,73.3,108.0
2011-10-01,2011,10,South-West,Oyo,88.4,69.7,103.4
2011-11-01,2011,11,South-West,Oyo,79.6,60.8,91.9
2011-12-01,2011,12,South-West,Oyo,63.4,43.6,78.2
2012-01-01,2012,1,South-West,Oyo,69.4,50.6,84.3
2012-02-01,2012,2,South-West,Oyo,80.5,61.2,94.3
2012-03-01,2012,3,South-West,Oyo,77.8,66.6,91.6
2012-04-01,2012,4,South-West,Oyo,86.1,74.2,96.6
2012-05-01,2012,5,South-West,Oyo,87.7,77.0,105.2
2012-06-01,2012,6,South-West,Oyo,89.1,76.1,103.8
2012-07-01,2012,7,South-West,Oyo,89.8,74.3,104.1
2012-08-01,2012,8,South-West,Oyo,89.2,77.5,100.8
2012-09-01,2012,9,South-West,Oyo,89.9,71.6,103.2
2012-10-01,2012,10,South-West,Oyo,89.1,74.2,102.2
2012-11-01,2012,11,South-West,Oyo,84.4,69.6,95.4
2012-12-01,2012,12,South-West,Oyo,72.9,53.2,85.0
2013-01-01,2013,1,South-West,Oyo,72.8,53.5,88.7
2013-02-01,2013,2,South-West,Oyo,78.7,65.7,90.0
2013-03-01,2013,3,South-West,Oyo,86.0,72.8,101.9
2013-04-01,2013,4,South-West,Oyo,86.2,71.3,102.5
2013-05-01,2013,5,South-West,Oyo,88.6,71.2,108.3
2013-06-01,2013,6,South-West,Oyo,89.3,71.3,102.2
2013-07-01,2013,7,South-West,Oyo,88.7,73.1,99.7
2013-08-01,2013,8,South-West,Oyo,87.5,71.0,99.7
2013-09-01,2013,9,South-West,Oyo,88.3,77.3,98.9
2013-10-01,2013,10,South-West,Oyo,86.0,70.6,102.7
2013-11-01,2013,11,South-West,Oyo,84.8,74.2,103.0
2013-12-01,2013,12,South-West,Oyo,74.4,62.9,91.9
2014-01-01,2014,1,South-West,Oyo,74.3,61.9,87.0
2014-02-01,2014,2,South-West,Oyo,71.1,53.9,85.3
2014-03-01,2014,3,South-West,Oyo,79.5,69.0,94.2
2014-04-01,2014,4,South-West,Oyo,84.2,67.8,97.3
2014-05-01,2014,5,South-West,Oyo,87.4,76.1,102.6
2014-06-01,2014,6,South-West,Oyo,87.6,73.5,100.4
2014-07-01,2014,7,South-West,Oyo,87.7,72.8,106.2
2014-08-01,2014,8,South-West,Oyo,88.9,76.6,106.9
2014-09-01,2014,9,South-West,Oyo,88.8,74.7,107.9
2014-10-01,2014,10,South-West,Oyo,88.0,70.9,101.8
2014-11-01,2014,11,South-West,Oyo,84.0,68.6,95.7
2014-12-01,2014,12,South-West,Oyo,68.1,55.2,79.2
2015-01-01,2015,1,South-West,Oyo,64.1,49.7,80.8
2015-02-01,2015,2,South-West,Oyo,78.9,64.9,94.5
2015-03-01,2015,3,South-West,Oyo,80.9,64.0,99.9
2015-04-01,2015,4,South-West,Oyo,83.0,71.9,99.0
2015-05-01,2015,5,South-West,Oyo,87.6,68.8,105.1
2015-06-01,2015,6,South-West,Oyo,89.1,76.9,99.8
2015-07-01,2015,7,South-West,Oyo,88.1,68.8,100.2
2015-08-01,2015,8,South-West,Oyo,88.2,76.4,101.4
2015-09-01,2015,9,South-West,Oyo,88.7,74.1,103.7
2015-10-01,2015,10,South-West,Oyo,87.8,67.9,104.0
2015-11-01,2015,11,South-West,Oyo,78.0,59.4,95.8
2015-12-01,2015,12,South-West,Oyo,54.7,39.9,72.3
2016-01-01,2016,1,South-West,Oyo,51.3,31.6,64.7
2016-02-01,2016,2,South-West,Oyo,58.3,42.8,75.8
2016-03-01,2016,3,South-West,Oyo,77.5,58.9,88.8
2016-04-01,2016,4,South-West,Oyo,83.3,68.0,101.9
2016-05-01,2016,5,South-West,Oyo,84.5,70.3,100.6
2016-06-01,2016,6,South-West,Oyo,87.0,75.4,98.4
2016-07-01,2016,7,South-West,Oyo,88.5,69.0,107.4
2016-08-01,2016,8,South-West,Oyo,88.3,74.8,107.2
2016-09-01,2016,9,South-West,Oyo,88.9,69.2,99.4
2016-10-01,2016,10,South-West,Oyo,87.1,72.0,100.1
2016-11-01,2016,11,South-West,Oyo,79.8,61.4,97.3
2016-12-01,2016,12,South-West,Oyo,73.9,59.8,85.2
2017-01-01,2017,1,South-West,Oyo,71.6,57.5,85.7
2017-02-01,2017,2,South-West,Oyo,69.3,56.1,79.9
2017-03-01,2017,3,South-West,Oyo,78.2,63.8,93.2
2017-04-01,2017,4,South-West,Oyo,84.3,66.3,96.0
2017-05-01,2017,5,South-West,Oyo,87.4,75.4,100.9
2017-06-01,2017,6,South-West,Oyo,88.1,74.0,105.5
2017-07-01,2017,7,South-West,Oyo,89.8,79.2,103.6
2017-08-01,2017,8,South-West,Oyo,90.1,76.0,102.4
2017-09-01,2017,9,South-West,Oyo,89.2,78.1,103.2
2017-10-01,2017,10,South-West,Oyo,86.3,67.7,101.1
2017-11-01,2017,11,South-West,Oyo,79.3,60.7,96.1
2017-12-01,2017,12,South-West,Oyo,72.1,59.0,89.4
2018-01-01,2018,1,South-West,Oyo,60.7,42.4,73.9
2018-02-01,2018,2,South-West,Oyo,78.2,62.2,89.5
2018-03-01,2018,3,South-West,Oyo,83.1,72.5,100.4
2018-04-01,2018,4,South-West,Oyo,85.8,71.8,98.1
2018-05-01,2018,5,South-West,Oyo,87.4,70.4,103.0
2018-06-01,2018,6,South-West,Oyo,88.8,74.8,104.6
2018-07-01,2018,7,South-West,Oyo,89.6,78.5,99.6
2018-08-01,2018,8,South-West,Oyo,90.1,71.5,105.1
2018-09-01,2018,9,South-West,Oyo,90.5,76.9,103.1
2018-10-01,2018,10,South-West,Oyo,88.4,68.6,104.3
2018-11-01,2018,11,South-West,Oyo,79.9,66.1,90.2
2018-12-01,2018,12,South-West,Oyo,67.2,56.4,78.2
2019-01-01,2019,1,South-West,Oyo,73.5,56.6,83.8
2019-02-01,2019,2,South-West,Oyo,75.1,62.4,89.6
2019-03-01,2019,3,South-West,Oyo,83.9,73.7,95.9
2019-04-01,2019,4,South-West,Oyo,86.5,71.8,99.5
2019-05-01,2019,5,South-West,Oyo,88.0,72.9,99.3
2019-06-01,2019,6,South-West,Oyo,89.7,79.0,108.2
2019-07-01,2019,7,South-West,Oyo,89.8,74.1,106.9
2019-08-01,2019,8,South-West,Oyo,89.6,70.3,107.6
2019-09-01,2019,9,South-West,Oyo,90.9,73.2,104.6
2019-10-01,2019,10,South-West,Oyo,90.6,76.7,103.6
2019-11-01,2019,11,South-West,Oyo,82.3,70.8,94.0
2019-12-01,2019,12,South-West,Oyo,67.6,57.3,84.8
2020-01-01,2020,1,South-West,Oyo,63.9,48.3,76.2
2020-02-01,2020,2,South-West,Oyo,64.6,49.9,80.4
2020-03-01,2020,3,South-West,Oyo,83.0,70.5,99.7
2020-04-01,2020,4,South-West,Oyo,85.8,72.2,96.1
2020-05-01,2020,5,South-West,Oyo,87.4,73.5,102.7
2020-06-01,2020,6,South-West,Oyo,89.6,71.1,101.6
2020-07-01,2020,7,South-West,Oyo,89.7,70.8,102.6
2020-08-01,2020,8,South-West,Oyo,87.8,74.0,102.0
2020-09-01,2020,9,South-West,Oyo,89.1,73.7,99.5
2020-10-01,2020,10,South-West,Oyo,86.4,73.7,97.5
2020-11-01,2020,11,South-West,Oyo,79.1,66.6,91.6
2020-12-01,2020,12,South-West,Oyo,75.5,63.4,86.9
2021-01-01,2021,1,South-West,Oyo,66.8,48.6,81.0
2021-02-01,2021,2,South-West,Oyo,67.4,47.5,82.2
2021-03-01,2021,3,South-West,Oyo,79.2,63.3,96.1
2021-04-01,2021,4,South-West,Oyo,83.3,65.0,97.4
2021-05-01,2021,5,South-West,Oyo,85.4,70.1,95.9
2021-06-01,2021,6,South-West,Oyo,88.2,69.7,100.4
2021-07-01,2021,7,South-West,Oyo,88.5,74.9,102.6
2021-08-01,2021,8,South-West,Oyo,90.6,77.9,103.2
2021-09-01,2021,9,South-West,Oyo,89.7,77.3,104.4
2021-10-01,2021,10,South-West,Oyo,88.9,70.2,107.7
2021-11-01,2021,11,South-West,Oyo,84.3,72.8,99.6
2021-12-01,2021,12,South-West,Oyo,74.6,61.4,84.8
2022-01-01,2022,1,South-West,Oyo,69.1,53.5,83.5
2022-02-01,2022,2,South-West,Oyo,70.0,52.2,86.1
2022-03-01,2022,3,South-West,Oyo,84.7,73.2,96.9
2022-04-01,2022,4,South-West,Oyo,87.6,70.8,101.6
2022-05-01,2022,5,South-West,Oyo,87.6,69.9,106.9
2022-06-01,2022,6,South-West,Oyo,89.1,72.5,100.3
2022-07-01,2022,7,South-West,Oyo,89.6,75.2,109.0
2022-08-01,2022,8,South-West,Oyo,90.0,74.8,102.3
2022-09-01,2022,9,South-West,Oyo,90.7,75.0,107.6
2022-10-01,2022,10,South-West,Oyo,86.0,69.0,105.1
2022-11-01,2022,11,South-West,Oyo,77.7,66.0,88.6
2022-12-01,2022,12,South-West,Oyo,71.9,59.3,82.8
2023-01-01,2023,1,South-West,Oyo,70.0,50.6,88.5
2023-02-01,2023,2,South-West,Oyo,72.6,53.9,84.6
2023-03-01,2023,3,South-West,Oyo,81.9,69.5,101.5
2023-04-01,2023,4,South-West,Oyo,86.0,75.8,96.0
2023-05-01,2023,5,South-West,Oyo,87.9,70.1,104.4
2023-06-01,2023,6,South-West,Oyo,90.2,72.2,103.8
2023-07-01,2023,7,South-West,Oyo,89.7,70.7,108.3
2023-08-01,2023,8,South-West,Oyo,90.6,80.4,103.4
2023-09-01,2023,9,South-West,Oyo,90.4,77.4,102.3
2023-10-01,2023,10,South-West,Oyo,89.4,79.1,106.5
2023-11-01,2023,11,South-West,Oyo,86.8,76.1,104.7
2023-12-01,2023,12,South-West,Oyo,67.3,51.7,86.0
1990-01-01,1990,1,South-West,Ogun,80.6,68.7,100.5
1990-02-01,1990,2,South-West,Ogun,77.0,65.0,88.3
1990-03-01,1990,3,South-West,Ogun,78.8,66.2,91.8
1990-04-01,1990,4,South-West,Ogun,86.8,75.6,96.9
1990-05-01,1990,5,South-West,Ogun,88.3,78.0,99.1
1990-06-01,1990,6,South-West,Ogun,88.2,78.0,98.8
1990-07-01,1990,7,South-West,Ogun,88.5,73.4,101.8
1990-08-01,1990,8,South-West,Ogun,87.3,72.3,101.7
1990-09-01,1990,9,South-West,Ogun,88.4,74.6,103.3
1990-10-01,1990,10,South-West,Ogun,88.3,70.1,100.4
1990-11-01,1990,11,South-West,Ogun,86.4,67.6,98.4
1990-12-01,1990,12,South-West,Ogun,84.1,68.4,103.7
1991-01-01,1991,1,South-West,Ogun,76.8,58.2,88.3
1991-02-01,1991,2,South-West,Ogun,81.6,68.5,101.1
1991-03-01,1991,3,South-West,Ogun,82.3,69.4,94.8
1991-04-01,1991,4,South-West,Ogun,85.6,73.8,101.4
1991-05-01,1991,5,South-West,Ogun,88.4,78.0,104.5
1991-06-01,1991,6,South-West,Ogun,88.4,78.0,101.0
1991-07-01,1991,7,South-West,Ogun,90.0,78.9,102.8
1991-08-01,1991,8,South-West,Ogun,89.1,73.2,101.0
1991-09-01,1991,9,South-West,Ogun,88.2,77.1,98.7
1991-10-01,1991,10,South-West,Ogun,88.7,75.2,108.0
1991-11-01,1991,11,South-West,Ogun,83.0,70.4,95.6
1991-12-01,1991,12,South-West,Ogun,76.0,57.9,92.4
1992-01-01,1992,1,South-West,Ogun,66.8,54.3,81.1
1992-02-01,1992,2,South-West,Ogun,69.5,56.4,89.4
1992-03-01,1992,3,South-West,Ogun,74.6,58.2,94.0
1992-04-01,1992,4,South-West,Ogun,85.6,70.6,97.4
1992-05-01,1992,5,South-West,Ogun,89.4,77.1,105.4
1992-06-01,1992,6,South-West,Ogun,89.7,78.8,100.2
1992-07-01,1992,7,South-West,Ogun,88.2,74.8,108.0
1992-08-01,1992,8,South-West,Ogun,84.4,74.2,101.3
1992-09-01,1992,9,South-West,Ogun,88.0,68.4,98.8
1992-10-01,1992,10,South-West,Ogun,88.2,75.6,104.3
1992-11-01,1992,11,South-West,Ogun,81.2,69.1,100.7
1992-12-01,1992,12,South-West,Ogun,73.8,63.4,87.8
1993-01-01,1993,1,South-West,Ogun,64.5,53.1,82.3
1993-02-01,1993,2,South-West,Ogun,70.9,54.0,90.1
1993-03-01,1993,3,South-West,Ogun,77.8,64.6,95.7
1993-04-01,1993,4,South-West,Ogun,83.6,67.1,97.5
1993-05-01,1993,5,South-West,Ogun,88.6,70.0,101.0
1993-06-01,1993,6,South-West,Ogun,89.6,75.2,102.3
1993-07-01,1993,7,South-West,Ogun,89.1,69.9,103.9
1993-08-01,1993,8,South-West,Ogun,87.5,74.4,104.2
1993-09-01,1993,9,South-West,Ogun,90.3,79.7,105.8
1993-10-01,1993,10,South-West,Ogun,88.2,68.8,104.6
1993-11-01,1993,11,South-West,Ogun,85.5,70.8,100.0
1993-12-01,1993,12,South-West,Ogun,77.6,66.3,88.9
1994-01-01,1994,1,South-West,Ogun,75.2,60.2,86.4
1994-02-01,1994,2,South-West,Ogun,76.7,58.6,88.2
1994-03-01,1994,3,South-West,Ogun,85.6,65.9,101.8
1994-04-01,1994,4,South-West,Ogun,87.0,72.8,100.5
1994-05-01,1994,5,South-West,Ogun,88.8,76.3,103.6
1994-06-01,1994,6,South-West,Ogun,88.9,70.0,104.7
1994-07-01,1994,7,South-West,Ogun,88.7,68.7,98.7
1994-08-01,1994,8,South-West,Ogun,87.1,71.4,101.8
1994-09-01,1994,9,South-West,Ogun,89.0,71.3,101.5
1994-10-01,1994,10,South-West,Ogun,90.3,70.8,108.3
1994-11-01,1994,11,South-West,Ogun,81.6,67.7,101.0
1994-12-01,1994,12,South-West,Ogun,71.7,60.9,83.1
1995-01-01,1995,1,South-West,Ogun,72.3,55.3,91.8
1995-02-01,1995,2,South-West,Ogun,77.0,59.9,91.3
1995-03-01,1995,3,South-West,Ogun,85.6,74.8,103.0
1995-04-01,1995,4,South-West,Ogun,88.0,70.6,100.5
1995-05-01,1995,5,South-West,Ogun,88.7,76.0,98.8
1995-06-01,1995,6,South-West,Ogun,90.0,70.1,102.1
1995-07-01,1995,7,South-West,Ogun,91.0,77.1,105.1
1995-08-01,1995,8,South-West,Ogun,91.2,72.9,102.0
1995-09-01,1995,9,South-West,Ogun,90.7,76.8,106.2
1995-10-01,1995,10,South-West,Ogun,89.9,70.8,101.3
1995-11-01,1995,11,South-West,Ogun,79.7,62.6,96.4
1995-12-01,1995,12,South-West,Ogun,79.2,65.1,92.3
1996-01-01,1996,1,South-West,Ogun,79.7,60.3,93.5
1996-02-01,1996,2,South-West,Ogun,82.0,62.0,92.4
1996-03-01,1996,3,South-West,Ogun,86.1,71.4,101.2
1996-04-01,1996,4,South-West,Ogun,86.6,75.0,99.0
1996-05-01,1996,5,South-West,Ogun,88.9,77.6,104.9
1996-06-01,1996,6,South-West,Ogun,90.0,76.2,104.3
1996-07-01,1996,7,South-West,Ogun,89.7,72.6,101.2
1996-08-01,1996,8,South-West,Ogun,89.2,77.1,107.2
1996-09-01,1996,9,South-West,Ogun,88.0,69.9,101.9
1996-10-01,1996,10,South-West,Ogun,87.8,75.9,97.8
1996-11-01,1996,11,South-West,Ogun,78.5,67.2,94.5
1996-12-01,1996,12,South-West,Ogun,80.5,68.6,92.7
1997-01-01,1997,1,South-West,Ogun,79.8,69.6,91.1
1997-02-01,1997,2,South-West,Ogun,70.3,53.3,89.9
1997-03-01,1997,3,South-West,Ogun,81.6,66.9,94.5
1997-04-01,1997,4,South-West,Ogun,88.2,73.2,98.3
1997-05-01,1997,5,South-West,Ogun,89.2,76.7,105.5
1997-06-01,1997,6,South-West,Ogun,90.5,73.0,107.7
1997-07-01,1997,7,South-West,Ogun,88.4,73.8,106.2
1997-08-01,1997,8,South-West,Ogun,88.3,68.9,108.3
1997-09-01,1997,9,South-West,Ogun,88.6,75.9,104.2
1997-10-01,1997,10,South-West,Ogun,89.3,76.9,107.1
1997-11-01,1997,11,South-West,Ogun,84.7,72.6,94.8
1997-12-01,1997,12,South-West,Ogun,80.2,66.1,97.7
1998-01-01,1998,1,South-West,Ogun,71.8,59.7,89.5
1998-02-01,1998,2,South-West,Ogun,77.0,58.0,95.1
1998-03-01,1998,3,South-West,Ogun,78.1,66.6,96.6
1998-04-01,1998,4,South-West,Ogun,86.0,71.8,102.8
1998-05-01,1998,5,South-West,Ogun,88.4,77.3,104.5
1998-06-01,1998,6,South-West,Ogun,89.2,69.6,101.8
1998-07-01,1998,7,South-West,Ogun,87.5,74.9,106.9
1998-08-01,1998,8,South-West,Ogun,87.1,73.4,102.3
1998-09-01,1998,9,South-West,Ogun,87.9,71.1,107.3
1998-10-01,1998,10,South-West,Ogun,89.0,76.0,99.1
1998-11-01,1998,11,South-West,Ogun,83.6,68.6,100.1
1998-12-01,1998,12,South-West,Ogun,76.4,65.7,87.5
1999-01-01,1999,1,South-West,Ogun,79.8,66.5,93.8
1999-02-01,1999,2,South-West,Ogun,79.9,68.0,96.6
1999-03-01,1999,3,South-West,Ogun,84.6,74.3,101.6
1999-04-01,1999,4,South-West,Ogun,86.4,67.4,100.7
1999-05-01,1999,5,South-West,Ogun,86.8,68.3,100.7
1999-06-01,1999,6,South-West,Ogun,89.8,74.0,106.5
1999-07-01,1999,7,South-West,Ogun,90.5,77.4,109.2
1999-08-01,1999,8,South-West,Ogun,87.7,75.1,106.6
1999-09-01,1999,9,South-West,Ogun,88.1,76.7,98.5
1999-10-01,1999,10,South-West,Ogun,89.0,75.4,106.3
1999-11-01,1999,11,South-West,Ogun,86.3,72.1,104.4
1999-12-01,1999,12,South-West,Ogun,76.6,63.2,93.6
2000-01-01,2000,1,South-West,Ogun,79.5,66.3,98.7
2000-02-01,2000,2,South-West,Ogun,66.0,53.8,84.4
2000-03-01,2000,3,South-West,Ogun,81.2,66.4,91.2
2000-04-01,2000,4,South-West,Ogun,86.3,73.6,102.6
2000-05-01,2000,5,South-West,Ogun,86.3,68.1,98.7
2000-06-01,2000,6,South-West,Ogun,89.6,76.1,109.2
2000-07-01,2000,7,South-West,Ogun,88.5,75.7,105.3
2000-08-01,2000,8,South-West,Ogun,87.3,77.1,103.1
2000-09-01,2000,9,South-West,Ogun,88.4,71.6,105.4
2000-10-01,2000,10,South-West,Ogun,87.7,72.3,105.9
2000-11-01,2000,11,South-West,Ogun,84.4,67.6,97.0
2000-12-01,2000,12,South-West,Ogun,74.0,54.6,87.0
2001-01-01,2001,1,South-West,Ogun,76.3,58.8,88.8
2001-02-01,2001,2,South-West,Ogun,73.3,57.8,92.2
2001-03-01,2001,3,South-West,Ogun,81.0,63.6,96.0
2001-04-01,2001,4,South-West,Ogun,88.3,75.5,100.7
2001-05-01,2001,5,South-West,Ogun,90.5,76.5,107.1
2001-06-01,2001,6,South-West,Ogun,90.4,74.6,102.4
2001-07-01,2001,7,South-West,Ogun,88.4,71.6,104.4
2001-08-01,2001,8,South-West,Ogun,87.3,73.8,102.7
2001-09-01,2001,9,South-West,Ogun,88.3,69.3,100.4
2001-10-01,2001,10,South-West,Ogun,87.4,73.2,97.9
2001-11-01,2001,11,South-West,Ogun,86.5,70.1,99.0
2001-12-01,2001,12,South-West,Ogun,82.6,70.3,94.1
2002-01-01,2002,1,South-West,Ogun,74.0,58.6,84.3
2002-02-01,2002,2,South-West,Ogun,75.7,57.3,95.2
2002-03-01,2002,3,South-West,Ogun,84.0,70.6,94.3
2002-04-01,2002,4,South-West,Ogun,86.7,72.0,102.2
2002-05-01,2002,5,South-West,Ogun,87.5,71.9,98.7
2002-06-01,2002,6,South-West,Ogun,90.7,76.7,109.5
2002-07-01,2002,7,South-West,Ogun,90.2,78.6,103.5
2002-08-01,2002,8,South-West,Ogun,88.6,71.1,102.4
2002-09-01,2002,9,South-West,Ogun,88.3,74.4,98.6
2002-10-01,2002,10,South-West,Ogun,89.6,78.0,100.4
2002-11-01,2002,11,South-West,Ogun,84.7,66.2,96.1
2002-12-01,2002,12,South-West,Ogun,75.6,63.0,85.6
2003-01-01,2003,1,South-West,Ogun,78.8,67.8,89.2
2003-02-01,2003,2,South-West,Ogun,83.1,65.8,95.1
2003-03-01,2003,3,South-West,Ogun,83.1,72.0,94.3
2003-04-01,2003,4,South-West,Ogun,89.2,77.2,102.4
2003-05-01,2003,5,South-West,Ogun,89.3,70.5,107.6
2003-06-01,2003,6,South-West,Ogun,90.6,71.2,103.3
2003-07-01,2003,7,South-West,Ogun,88.7,71.1,99.8
2003-08-01,2003,8,South-West,Ogun,87.3,70.0,99.3
2003-09-01,2003,9,South-West,Ogun,90.3,72.6,108.3
2003-10-01,2003,10,South-West,Ogun,90.8,80.4,109.8
2003-11-01,2003,11,South-West,Ogun,87.0,71.5,101.6
2003-12-01,2003,12,South-West,Ogun,78.3,68.0,98.2
